scenario,intervention,level,comparison_baseline,location,location_code,births,delivery_share,anc,pph,maternal_sepsis,eclampsia,obstructed_labor,aph,uterine_rupture,severe_complication,maternal_deaths,maternal_deaths_per_100k,neonatal_deaths,neonatal_deaths_per_1000,iv_iron_given_anemia_anc,pph_bundle_given_pph,mgso4_given_eclampsia,antibiotics_given_sepsis,oxytocin_given_ol
prompts_high,PROMPTS,high,overall_no_flags,L2/3,1,5887.110000000001,0.02896914673752582,0.12804965724925432,9.952341019344585e-05,0.0002298852457869767,-0.00025085423793429814,0.0003866194480426771,1.3884660073885773e-05,-0.00013755245760662966,-0.00040452453787092387,0.6600000000000001,-1.409586405865543,3.3950000000000102,-0.1599977404154933,0.0003105807588310583,0.0,0.006788939967129981,-0.00214007031933533,0.0
prompts_high,PROMPTS,high,overall_no_flags,L4,2,14971.839999999997,0.07367306367483517,0.06820747807367011,-0.003945128434135317,-0.008090320657394942,-0.0007981729786771981,-0.0003617454945502932,-0.000593676830359758,-0.0002752512995408754,-0.0003747686631234322,6.494999999999997,-0.7361352433348998,106.28499999999997,-0.30916208507649756,-9.253855129812139e-05,0.0,0.002975100320025459,4.451108969077966e-05,0.0
prompts_high,PROMPTS,high,overall_no_flags,L5,3,4243.600000000002,0.02088180297214841,0.10957333086865184,-0.006997864827894412,-0.010957508325767057,-0.0026051983522879657,-0.0002883954765802582,-0.0011185321061435369,-0.0008901082745128366,-0.0012882329243585483,8.89,-7.41420480747405,36.84499999999997,-1.2422656975737265,0.0003113744493088433,0.0,-0.0035748004390507293,0.0002966794620069546,0.0
prompts_high_shift,PROMPTS,high_shift,overall_no_flags,Home,0,-38738.825,-0.19062506150969388,0.20625085259220213,-0.0018998340412743377,-0.00798396938033108,-0.0037543711007691598,-0.003265449680073293,-0.0019519690332087097,-0.0018224010331858477,-0.005209884800693867,-209.19,-79.95934138241023,-1188.1,-3.83497867735516,0.00016483473184289443,0.0,0.0,0.0,0.0
prompts_high_shift,PROMPTS,high_shift,overall_no_flags,L2/3,1,4728.590000000004,0.023268329888790462,0.1829039270645647,-0.00268789566695232,-0.004549091546054939,-0.0007151456744252721,0.00010017418534413736,-0.0003134600192944391,-0.0002986924261336975,-0.0006210383551023546,-2.6050000000000004,-6.528075936332325,-4.609999999999999,-0.2552592935109861,-0.0023618673011207014,0.0,0.004015575170760677,-0.001819849697809739,0.0
prompts_high_shift,PROMPTS,high_shift,overall_no_flags,L4,2,26515.28,0.1304757405767149,0.0810308766471931,-0.006619109454842141,-0.01303017708998186,-0.0023717858478374855,-0.0022403082314932654,-0.001079831708033576,-0.0012498404016890903,-0.0019052297988475589,12.769999999999996,0.4082748735500843,181.43499999999995,-0.5590948004696372,0.0017689528845112878,0.0,0.004832430665661747,0.0006436248663830857,0.0
prompts_high_shift,PROMPTS,high_shift,overall_no_flags,L5,3,7494.955000000002,0.03688099104418856,0.14799833731040235,-0.01280633427185962,-0.021138818295821316,-0.004861571151180501,-0.00281352501315299,-0.002150484744340063,-0.0022998659120290685,-0.0052297206879500235,20.58,3.864125645603508,65.60499999999996,-1.9502453060413902,0.0024663880663738647,0.0,-0.003964395217674221,0.0017676893854983722,0.0
blood_base,Blood,base,overall_no_flags,Home,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blood_base,Blood,base,overall_no_flags,L2/3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blood_base,Blood,base,overall_no_flags,L4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
